PODER;SECTOR;DEPARTAMENTO;PROVINCIA;DISTRITO;ENTIDAD;RUC
Municipalidades;Otros;HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;MUNICIPALIDAD PROVINCIAL DE HUANCAVELICA ;20171725144
Municipalidades;Otros;JUNIN;HUANCAYO;NULL;MUNICIPALIDAD PROVINCIAL DE HUANCAYO ;No identificado
Municipalidades;Otros;AYACUCHO;HUANTA;HUANTA;MUNICIPALIDAD PROVINCIAL DE HUANTA ;20143099262
Municipalidades;Otros;HUANUCO;HUANUCO;HUANUCO;MUNICIPALIDAD PROVINCIAL DE HUANUCO ;20146008845
Municipalidades;Otros;LIMA;HUARAL;HUARAL;MUNICIPALIDAD PROVINCIAL DE HUARAL ;20188948741
Municipalidades;Otros;ANCASH;HUARAZ;HUARAZ;MUNICIPALIDAD PROVINCIAL DE HUARAZ ;20172268430
Municipalidades;Otros;ANCASH;HUARI;NULL;MUNICIPALIDAD PROVINCIAL DE HUARI ;No identificado
Municipalidades;Otros;ANCASH;HUARMEY;HUARMEY;MUNICIPALIDAD PROVINCIAL DE HUARMEY ;20142747155
Municipalidades;Otros;LIMA;HUAROCHIRI;NULL;MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI ;No identificado
Municipalidades;Otros;LIMA;HUAURA;HUACHO;MUNICIPALIDAD PROVINCIAL DE HUAURA ;20141418557
Municipalidades;Otros;ANCASH;HUAYLAS;CARAZ;MUNICIPALIDAD PROVINCIAL DE HUAYLAS ;20146925767
Municipalidades;Otros;HUANCAVELICA;HUAYTARA;NULL;MUNICIPALIDAD PROVINCIAL DE HUAYTARA ;No identificado
Municipalidades;Otros;ICA;ICA;ICA;MUNICIPALIDAD PROVINCIAL DE ICA ;20142167744
Municipalidades;Otros;MOQUEGUA;ILO;NULL;MUNICIPALIDAD PROVINCIAL DE ILO ;No identificado
Municipalidades;Otros;AREQUIPA;ISLAY;MOLLENDO;MUNICIPALIDAD PROVINCIAL DE ISLAY ;20166164789
Municipalidades;Otros;CAJAMARCA;JAEN;NULL;MUNICIPALIDAD PROVINCIAL DE JAEN ;No identificado
Municipalidades;Otros;JUNIN;JAUJA;NULL;MUNICIPALIDAD PROVINCIAL DE JAUJA ;No identificado
Municipalidades;Otros;LA LIBERTAD;JULCAN;NULL;MUNICIPALIDAD PROVINCIAL DE JULCAN ;No identificado
Municipalidades;Otros;JUNIN;JUNIN;JUNIN;MUNICIPALIDAD PROVINCIAL DE JUNIN ;20177653960
Municipalidades;Otros;CUSCO;LA CONVENCION;NULL;MUNICIPALIDAD PROVINCIAL DE LA CONVENCION ;No identificado
Municipalidades;Otros;AYACUCHO;LA MAR;NULL;MUNICIPALIDAD PROVINCIAL DE LA MAR - SAN MIGUEL ;No identificado
Municipalidades;Otros;AREQUIPA;LA UNION;NULL;MUNICIPALIDAD PROVINCIAL DE LA UNION ;No identificado
Municipalidades;Otros;SAN MARTIN;LAMAS;LAMAS;MUNICIPALIDAD PROVINCIAL DE LAMAS ;20162983793
Municipalidades;Otros;LAMBAYEQUE;LAMBAYEQUE;NULL;MUNICIPALIDAD PROVINCIAL DE LAMBAYEQUE ;No identificado
Municipalidades;Otros;PUNO;LAMPA;NULL;MUNICIPALIDAD PROVINCIAL DE LAMPA ;No identificado
Municipalidades;Otros;HUANUCO;LAURICOCHA;NULL;MUNICIPALIDAD PROVINCIAL DE LAURICOCHA ;No identificado
Municipalidades;Otros;HUANUCO;LEONCIO PRADO;RUPA-RUPA;MUNICIPALIDAD PROVINCIAL DE LEONCIO PRADO ;20200042744
Municipalidades;Otros;LORETO;LORETO;NULL;MUNICIPALIDAD PROVINCIAL DE LORETO ;No identificado
Municipalidades;Otros;LORETO;LORETO;NAUTA;MUNICIPALIDAD PROVINCIAL DE LORETO NAUTA ;20116067847
Municipalidades;Otros;AYACUCHO;LUCANAS;NULL;MUNICIPALIDAD PROVINCIAL DE LUCANAS ;No identificado
Municipalidades;Otros;AMAZONAS;LUYA;NULL;MUNICIPALIDAD PROVINCIAL DE LUYA ;No identificado
Municipalidades;Otros;MADRE DE DIOS;MANU;NULL;MUNICIPALIDAD PROVINCIAL DE MANU ;No identificado
Municipalidades;Otros;HUANUCO;MARAÐON;HUACRACHUCO;MUNICIPALIDAD PROVINCIAL DE MARAÑON ;20228453146
Municipalidades;Otros;SAN MARTIN;MARISCAL CACERES;JUANJUI;MUNICIPALIDAD PROVINCIAL DE MARISCAL CACERES ;20198752453
Municipalidades;Otros;ANCASH;MARISCAL LUZURIAGA;NULL;MUNICIPALIDAD PROVINCIAL DE MARISCAL LUZURIAGA ;No identificado
Municipalidades;Otros;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;MUNICIPALIDAD PROVINCIAL DE MARISCAL NIETO ;20154469941
Municipalidades;Otros;LORETO;MAYNAS;NULL;MUNICIPALIDAD PROVINCIAL DE MAYNAS ;No identificado
Municipalidades;Otros;PUNO;MELGAR;AYAVIRI;MUNICIPALIDAD PROVINCIAL DE MELGAR ;20145614121
Municipalidades;Otros;PUNO;MOHO;NULL;MUNICIPALIDAD PROVINCIAL DE MOHO ;No identificado
Municipalidades;Otros;PIURA;MORROPON;NULL;MUNICIPALIDAD PROVINCIAL DE MORROPON CHULUCANAS ;No identificado
Municipalidades;Otros;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;MUNICIPALIDAD PROVINCIAL DE MOYOBAMBA ;20146806679
Municipalidades;Otros;ICA;NAZCA;NAZCA;MUNICIPALIDAD PROVINCIAL DE NASCA ;20147705850
Municipalidades;Otros;ANCASH;OCROS;OCROS;MUNICIPALIDAD PROVINCIAL DE OCROS ;20189313544
Municipalidades;Otros;LA LIBERTAD;OTUZCO;OTUZCO;MUNICIPALIDAD PROVINCIAL DE OTUZCO - LA LIBERTAD - PERU ;20165341377
Municipalidades;Otros;PASCO;OXAPAMPA;NULL;MUNICIPALIDAD PROVINCIAL DE OXAPAMPA ;No identificado
Municipalidades;Otros;LIMA;OYON;NULL;MUNICIPALIDAD PROVINCIAL DE OYON ;No identificado
Municipalidades;Otros;LA LIBERTAD;PACASMAYO;SAN PEDRO DE LLOC;MUNICIPALIDAD PROVINCIAL DE PACASMAYO ;20164091466
Municipalidades;Otros;HUANUCO;PACHITEA;NULL;MUNICIPALIDAD PROVINCIAL DE PACHITEA ;No identificado
Municipalidades;Otros;UCAYALI;PADRE ABAD;PADRE ABAD;MUNICIPALIDAD PROVINCIAL DE PADRE ABAD ;20351711770
Municipalidades;Otros;PIURA;PAITA;NULL;MUNICIPALIDAD PROVINCIAL DE PAITA ;No identificado
Municipalidades;Otros;ANCASH;PALLASCA;NULL;MUNICIPALIDAD PROVINCIAL DE PALLASCA - CABANA ;No identificado
Municipalidades;Otros;ICA;PALPA;NULL;MUNICIPALIDAD PROVINCIAL DE PALPA ;No identificado
Municipalidades;Otros;AYACUCHO;PARINACOCHAS;NULL;MUNICIPALIDAD PROVINCIAL DE PARINACOCHAS ;No identificado
Municipalidades;Otros;CUSCO;PARURO;NULL;MUNICIPALIDAD PROVINCIAL DE PARURO ;No identificado
Municipalidades;Otros;LA LIBERTAD;PATAZ;TAYABAMBA;MUNICIPALIDAD PROVINCIAL DE PATAZ ;20226962892
Municipalidades;Otros;AYACUCHO;PAUCAR DEL SARA SARA;PAUSA;MUNICIPALIDAD PROVINCIAL DE PAUCAR DEL SARA SARA ;20194058854
Municipalidades;Otros;CUSCO;PAUCARTAMBO;NULL;MUNICIPALIDAD PROVINCIAL DE PAUCARTAMBO ;No identificado
Municipalidades;Otros;SAN MARTIN;PICOTA;NULL;MUNICIPALIDAD PROVINCIAL DE PICOTA ;No identificado
Municipalidades;Otros;ICA;PISCO;PISCO;MUNICIPALIDAD PROVINCIAL DE PISCO ;20148421103
Municipalidades;Otros;PIURA;PIURA;NULL;MUNICIPALIDAD PROVINCIAL DE PIURA ;No identificado
Municipalidades;Otros;ANCASH;POMABAMBA;POMABAMBA;MUNICIPALIDAD PROVINCIAL DE POMABAMBA ;20207429091
Municipalidades;Otros;HUANUCO;PUERTO INCA;NULL;MUNICIPALIDAD PROVINCIAL DE PUERTO INCA ;No identificado
Municipalidades;Otros;PUNO;PUNO;PUNO;MUNICIPALIDAD PROVINCIAL DE PUNO ;20146247084
Municipalidades;Otros;UCAYALI;PURUS;NULL;MUNICIPALIDAD PROVINCIAL DE PURUS ;No identificado
Municipalidades;Otros;LORETO;PUTUMAYO;PUTUMAYO;MUNICIPALIDAD PROVINCIAL DE PUTUMAYO ;20567286780
Municipalidades;Otros;ANCASH;RECUAY;NULL;MUNICIPALIDAD PROVINCIAL DE RECUAY ;No identificado
Municipalidades;Otros;LORETO;REQUENA;REQUENA;MUNICIPALIDAD PROVINCIAL DE REQUENA ;20165979967
Municipalidades;Otros;SAN MARTIN;RIOJA;RIOJA;MUNICIPALIDAD PROVINCIAL DE RIOJA ;20148170933
Municipalidades;Otros;AMAZONAS;RODRIGUEZ DE MENDO;NULL;MUNICIPALIDAD PROVINCIAL DE RODRIGUEZ DE MENDOZA ;No identificado
Municipalidades;Otros;PUNO;SAN ANTONIO DE PUTINA;NULL;MUNICIPALIDAD PROVINCIAL DE SAN ANTONIO DE PUTINA ;No identificado
Municipalidades;Otros;CAJAMARCA;SAN IGNACIO;NULL;MUNICIPALIDAD PROVINCIAL DE SAN IGNACIO ;No identificado
Municipalidades;Otros;CAJAMARCA;SAN MARCOS;PEDRO GALVEZ;MUNICIPALIDAD PROVINCIAL DE SAN MARCOS ;20175083937
Municipalidades;Otros;SAN MARTIN;SAN MARTIN;NULL;MUNICIPALIDAD PROVINCIAL DE SAN MARTIN ;No identificado
Municipalidades;Otros;CAJAMARCA;SAN MIGUEL;NULL;MUNICIPALIDAD PROVINCIAL DE SAN MIGUEL ;No identificado
Municipalidades;Otros;CAJAMARCA;SAN PABLO;NULL;MUNICIPALIDAD PROVINCIAL DE SAN PABLO ;No identificado
Municipalidades;Otros;PUNO;SAN ROMAN;NULL;MUNICIPALIDAD PROVINCIAL DE SAN ROMAN - JULIACA ;No identificado
Municipalidades;Otros;PUNO;SANDIA;NULL;MUNICIPALIDAD PROVINCIAL DE SANDIA ;No identificado
Municipalidades;Otros;CAJAMARCA;SANTA CRUZ;NULL;MUNICIPALIDAD PROVINCIAL DE SANTA CRUZ ;No identificado
Municipalidades;Otros;LA LIBERTAD;SANTIAGO DE CHUCO;SANTIAGO DE CHUCO;MUNICIPALIDAD PROVINCIAL DE SANTIAGO DE CHUCO ;20397867961
Municipalidades;Otros;JUNIN;SATIPO;NULL;MUNICIPALIDAD PROVINCIAL DE SATIPO ;No identificado
Municipalidades;Otros;PIURA;SECHURA;NULL;MUNICIPALIDAD PROVINCIAL DE SECHURA ;No identificado
Municipalidades;Otros;ANCASH;SIHUAS;NULL;MUNICIPALIDAD PROVINCIAL DE SIHUAS ;No identificado
Municipalidades;Otros;AYACUCHO;SUCRE;NULL;MUNICIPALIDAD PROVINCIAL DE SUCRE ;No identificado
Municipalidades;Otros;PIURA;SULLANA;SULLANA;MUNICIPALIDAD PROVINCIAL DE SULLANA ;20154477021
Municipalidades;Otros;TACNA;TACNA;TACNA;MUNICIPALIDAD PROVINCIAL DE TACNA ;20147797100
Municipalidades;Otros;MADRE DE DIOS;TAHUAMANU;NULL;MUNICIPALIDAD PROVINCIAL DE TAHUAMANU - IÑAPARI ;No identificado
Municipalidades;Otros;PIURA;TALARA;PARIÐAS;MUNICIPALIDAD PROVINCIAL DE TALARA ;20146713824
Municipalidades;Otros;MADRE DE DIOS;TAMBOPATA;NULL;MUNICIPALIDAD PROVINCIAL DE TAMBOPATA ;No identificado
Municipalidades;Otros;TACNA;TARATA;NULL;MUNICIPALIDAD PROVINCIAL DE TARATA ;No identificado
Municipalidades;Otros;JUNIN;TARMA;NULL;MUNICIPALIDAD PROVINCIAL DE TARMA ;No identificado
Municipalidades;Otros;HUANCAVELICA;TAYACAJA;PAMPAS;MUNICIPALIDAD PROVINCIAL DE TAYACAJA ;20190345344
Municipalidades;Otros;SAN MARTIN;TOCACHE;NULL;MUNICIPALIDAD PROVINCIAL DE TOCACHE ;No identificado
Municipalidades;Otros;LA LIBERTAD;TRUJILLO;NULL;MUNICIPALIDAD PROVINCIAL DE TRUJILLO ;No identificado
Municipalidades;Otros;TUMBES;TUMBES;NULL;MUNICIPALIDAD PROVINCIAL DE TUMBES ;No identificado
Municipalidades;Otros;LORETO;UCAYALI;CONTAMANA;MUNICIPALIDAD PROVINCIAL DE UCAYALI - CONTAMANA ;20147142197
Municipalidades;Otros;CUSCO;URUBAMBA;URUBAMBA;MUNICIPALIDAD PROVINCIAL DE URUBAMBA ;20147567449
Municipalidades;Otros;AMAZONAS;UTCUBAMBA;NULL;MUNICIPALIDAD PROVINCIAL DE UTCUBAMBA ;No identificado
Municipalidades;Otros;AYACUCHO;VICTOR FAJARDO;NULL;MUNICIPALIDAD PROVINCIAL DE VICTOR FAJARDO ;No identificado
Municipalidades;Otros;AYACUCHO;VILCAS HUAMAN;NULL;MUNICIPALIDAD PROVINCIAL DE VILCAS HUAMAN ;No identificado
Municipalidades;Otros;LA LIBERTAD;VIRU;VIRU;MUNICIPALIDAD PROVINCIAL DE VIRU ;20166028842
Municipalidades;Otros;HUANUCO;YAROWILCA;NULL;MUNICIPALIDAD PROVINCIAL DE YAROWILCA ;No identificado
Municipalidades;Otros;JUNIN;YAULI;LA OROYA;MUNICIPALIDAD PROVINCIAL DE YAULI LA OROYA ;20120385004
Municipalidades;Otros;LIMA;YAUYOS;NULL;MUNICIPALIDAD PROVINCIAL DE YAUYOS ;No identificado
Municipalidades;Otros;ANCASH;YUNGAY;YUNGAY;MUNICIPALIDAD PROVINCIAL DE YUNGAY ;20193334262
Municipalidades;Otros;PUNO;YUNGUYO;YUNGUYO;MUNICIPALIDAD PROVINCIAL DE YUNGUYO ;20192146641
Municipalidades;Otros;TUMBES;ZARUMILLA;ZARUMILLA;MUNICIPALIDAD PROVINCIAL DE ZARUMILLA ;20166679606
Municipalidades;Otros;CALLAO;CALLAO;NULL;MUNICIPALIDAD PROVINCIAL DEL CALLAO ;No identificado
Municipalidades;Otros;CUSCO;CUSCO;CUSCO;MUNICIPALIDAD PROVINCIAL DEL CUSCO ;20177217043
Municipalidades;Otros;ANCASH;SANTA;NULL;MUNICIPALIDAD PROVINCIAL DEL SANTA ;No identificado
Municipalidades;Otros;MOQUEGUA;GENERAL SANCHEZ CERRO;OMATE;MUNICIPALIDAD PROVINCIAL GENERAL SANCHEZ CERRO ;20193063218
Municipalidades;Otros;LA LIBERTAD;GRAN CHIMU;NULL;MUNICIPALIDAD PROVINCIAL GRAN CHIMU ;No identificado
Municipalidades;Otros;TACNA;JORGE BASADRE;LOCUMBA;MUNICIPALIDAD PROVINCIAL JORGE BASADRE ;20194735384
Municipalidades;Otros;LORETO;MARISCAL RAMON CASTILLA;RAMON CASTILLA;MUNICIPALIDAD PROVINCIAL MARISCAL RAMON CASTILLA ;20280417131
Municipalidades;Otros;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;MUNICIPALIDAD PROVINCIAL SANCHEZ CARRION - HUAMACHUCO ;20141897935
Municipalidades;Otros;LIMA;LIMA;SAN MIGUEL;PATRONATO DEL PARQUE DE LAS LEYENDAS - FELIPE BENAVIDES BARREDA ;20125645039
Municipalidades;Otros;JUNIN;JAUJA;JAUJA;RED DE SALUD JAUJA ;20156176240
Municipalidades;Otros;LA LIBERTAD;TRUJILLO;TRUJILLO;SERVICIO  DE ADMINISTRACION DE INMUEBLES MUNICIPALES DE TRUJILLO ;20481297223
Municipalidades;Otros;LIMA;LIMA;LIMA;SERVICIO DE ADMINISTRACION TRIBUTARIA ;20337101276
Municipalidades;Otros;SAN MARTIN;SAN MARTIN;TARAPOTO;SERVICIO DE ADMINISTRACION TRIBUTARIA - TARAPOTO ;20450245713
Municipalidades;Otros;CAJAMARCA;CAJAMARCA;CAJAMARCA;SERVICIO DE ADMINISTRACION TRIBUTARIA DE CAJAMARCA ;20453807267
Municipalidades;Otros;LAMBAYEQUE;CHICLAYO;CHICLAYO;SERVICIO DE ADMINISTRACION TRIBUTARIA DE CHICLAYO ;20479801275
Municipalidades;Otros;AYACUCHO;HUAMANGA;AYACUCHO;SERVICIO DE ADMINISTRACION TRIBUTARIA DE HUAMANGA ;20494443466
Municipalidades;Otros;JUNIN;HUANCAYO;HUANCAYO;SERVICIO DE ADMINISTRACION TRIBUTARIA DE HUANCAYO ;20486127920
Municipalidades;Otros;ICA;ICA;ICA;SERVICIO DE ADMINISTRACION TRIBUTARIA DE ICA ;20452454972
Municipalidades;Otros;PIURA;PIURA;PIURA;SERVICIO DE ADMINISTRACION TRIBUTARIA DE PIURA ;20441554436
Municipalidades;Otros;LIMA;LIMA;SAN MARTIN DE PORRES;SERVICIO DE ADMINISTRACION TRIBUTARIA DE SAN MARTIN DE PORRES ;20601710740
Municipalidades;Otros;LA LIBERTAD;TRUJILLO;TRUJILLO;SERVICIO DE ADMINISTRACION TRIBUTARIA DE TRUJILLO ;20397808522
Municipalidades;Otros;ANCASH;SANTA;CHIMBOTE;SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DEL SANTA, CASMA Y HUARMEY ;20136341066
Municipalidades;Otros;LA LIBERTAD;TRUJILLO;TRUJILLO;SERVICIO DE GESTION AMBIENTAL DE TRUJILLO ;20481592063
Municipalidades;Otros;LIMA;BARRANCA;BARRANCA;SERVICIO MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO BARRANCA S.A. ;No identificado
Municipalidades;Otros;LA LIBERTAD;TRUJILLO;TRUJILLO;SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO DE LA LIBERTAD S.A. ;20131911310
Municipalidades;Otros;LIMA;LIMA;LIMA;SERVICIOS DE PARQUES DE LIMA ;20145913544
Municipalidades;Otros;LIMA;LIMA;SAN ISIDRO;SISTEMA METROPOLITANO DE LA SOLIDARIDAD ;20509510149
Municipalidades;Otros;LIMA;LIMA;LIMA;SOCIEDAD BENEFICENCIA DE LIMA METROPOLITANA ;20135604551
Municipalidades;Otros;HUANUCO;HUANUCO;HUANUCO;SOCIEDAD DE BENEFICENCIA PUBLICA DE HUANUCO ;20146021191
Municipalidades;Otros;CUSCO;CUSCO;SANTIAGO;SOCIEDAD DE BENEFICENCIA PUBLICA DEL CUSCO ;20116320682
Municipalidades;Otros;LIMA;LIMA;LIMA;SUBGERENCIA DE TECNOLOGIAS DE LA INFORMACION ;No identificado
Municipalidades;Otros;ANCASH;CORONGO;CORONGO;UNIDAD DE GESTION EDUCATIVA LOCAL - CORONGO ;20286922342
Municipalidades;Otros;CUSCO;QUISPICANCHI;HUARO;UNIDAD DE GESTION EDUCATIVA LOCAL QUISPICANCHI ;No identificado
Municipalidades;Vivienda, Construcción y Saneamiento;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;EMPRESA PRESTADORA DE SEVICIOS DE SANEAMIENTO DE MOYOBAMBA ;20162275012
Gobiernos Regionales;Otros;PIURA;PIURA;PIURA;ACTIVIDAD PIMA GOBIERNO REGIONAL PIURA ;20484004421
Gobiernos Regionales;Otros;LA LIBERTAD;PACASMAYO;GUADALUPE;AIS UTES PACASMAYO ;No identificado
Gobiernos Regionales;Otros;PIURA;PIURA;PIURA;ARCHIVO REGIONAL DE PIURA ;No identificado
Gobiernos Regionales;Otros;TACNA;TACNA;TACNA;ARCHIVO REGIONAL DE TACNA ;No identificado
Gobiernos Regionales;Otros;PIURA;PIURA;CASTILLA;COLEGIO MILITAR PEDRO RUIZ GALLO ;20205443763
Gobiernos Regionales;Otros;CALLAO;CALLAO;CALLAO;COMITE DE ADMINISTRACION DEL FONDO EDUCATIVO DEL CALLAO ;20543026574
Gobiernos Regionales;Otros;LORETO;ALTO AMAZONAS;YURIMAGUAS;DIRECCION DE RED DE SALUD ALTO AMAZONAS ;20450241564
Gobiernos Regionales;Otros;ANCASH;HUARI;HUARI;DIRECCION DE RED DE SALUD CONCHUCOS SUR ;20287034220
Gobiernos Regionales;Otros;ANCASH;SANTA;CHIMBOTE;DIRECCION DE RED DE SALUD PACIFICO NORTE ;20569238537
Gobiernos Regionales;Otros;APURIMAC;CHINCHEROS;CHINCHEROS;DIRECCION DE SALUD VIRGEN DE COCHARCAS ;20491244900
Gobiernos Regionales;Otros;ANCASH;HUARAZ;HUARAZ;DIRECCION REGIONAL AGRARIA ANCASH ;20406989730
Gobiernos Regionales;Otros;APURIMAC;ABANCAY;ABANCAY;DIRECCION REGIONAL AGRARIA APURIMAC ;20199873378
Gobiernos Regionales;Otros;AYACUCHO;HUAMANGA;AYACUCHO;DIRECCION REGIONAL AGRARIA AYACUCHO ;20407307292
Gobiernos Regionales;Otros;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;DIRECCION REGIONAL AGRARIA DE AMAZONAS ;20392293311
Gobiernos Regionales;Otros;LORETO;MAYNAS;IQUITOS;DIRECCION REGIONAL AGRARIA DE LORETO ;20408454370
Gobiernos Regionales;Otros;HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;DIRECCION REGIONAL AGRARIA HUANCAVELICA ;No identificado
Gobiernos Regionales;Otros;ICA;ICA;ICA;DIRECCION REGIONAL AGRARIA ICA ;20409879161
Gobiernos Regionales;Otros;PASCO;PASCO;YANACANCHA;DIRECCION REGIONAL AGRARIA PASCO ;20288480568
Gobiernos Regionales;Otros;PUNO;PUNO;PUNO;DIRECCION REGIONAL AGRARIA PUNO ;20221107137
Gobiernos Regionales;Otros;HUANUCO;HUANUCO;AMARILIS;DIRECCION REGIONAL DE AGRICULTURA - HUANUCO ;20321327231
Gobiernos Regionales;Otros;CAJAMARCA;CAJAMARCA;CAJAMARCA;DIRECCION REGIONAL DE AGRICULTURA CAJAMARCA ;20453743862
Gobiernos Regionales;Otros;CUSCO;CUSCO;WANCHAQ;DIRECCION REGIONAL DE AGRICULTURA CUSCO ;20228443264
Gobiernos Regionales;Otros;JUNIN;HUANCAYO;EL TAMBO;DIRECCION REGIONAL DE AGRICULTURA JUNIN ;20402597918
Gobiernos Regionales;Otros;LIMA;HUAURA;HUACHO;DIRECCION REGIONAL DE AGRICULTURA LIMA ;20530944817
Gobiernos Regionales;Otros;PIURA;PIURA;CASTILLA;DIRECCION REGIONAL DE AGRICULTURA PIURA ;20315959595
Gobiernos Regionales;Otros;SAN MARTIN;SAN MARTIN;TARAPOTO;DIRECCION REGIONAL DE AGRICULTURA SAN MARTIN ;20321183213
Gobiernos Regionales;Otros;TUMBES;TUMBES;TUMBES;DIRECCION REGIONAL DE AGRICULTURA TUMBES ;20324103831
Gobiernos Regionales;Otros;LAMBAYEQUE;CHICLAYO;CHICLAYO;DIRECCION REGIONAL DE COMERCIO EXTERIOR Y TURISMO ;No identificado
Gobiernos Regionales;Otros;ICA;ICA;ICA;DIRECCION REGIONAL DE COMERCIO EXTERIOR Y TURISMO - ICA ;No identificado
Gobiernos Regionales;Otros;PIURA;PIURA;PIURA;DIRECCION REGIONAL DE COMERCIO EXTERIOR Y TURISMO - PIURA ;No identificado
Gobiernos Regionales;Otros;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;DIRECCION REGIONAL DE COMERCIO EXTERIOR Y TURISMO - SAN MARTIN ;No identificado
Gobiernos Regionales;Otros;JUNIN;JAUJA;JAUJA;DIRECCION REGIONAL DE COMERCIO EXTERIOR Y TURISMO DE JUNIN ;No identificado
Gobiernos Regionales;Otros;UCAYALI;NULL;NULL;DIRECCION REGIONAL DE COMERCIO EXTERIOR Y TURISMO DE UCAYALI ;No identificado
Gobiernos Regionales;Otros;CUSCO;CUSCO;WANCHAQ;DIRECCION REGIONAL DE COMERCIO EXTERIOR Y TURISMO DEL CUSCO ;No identificado
Gobiernos Regionales;Otros;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;DIRECCION REGIONAL DE EDUCACION AMAZONAS ;20185603483
Gobiernos Regionales;Otros;APURIMAC;ABANCAY;ABANCAY;DIRECCION REGIONAL DE EDUCACION APURIMAC ;20199873378
Gobiernos Regionales;Otros;CAJAMARCA;CAJAMARCA;CAJAMARCA;DIRECCION REGIONAL DE EDUCACION CAJAMARCA ;20368981355
Gobiernos Regionales;Otros;CUSCO;CUSCO;CUSCO;DIRECCION REGIONAL DE EDUCACION CUSCO ;20181648091
Gobiernos Regionales;Otros;ANCASH;HUARAZ;HUARAZ;DIRECCION REGIONAL DE EDUCACION DE ANCASH ;20364778491
Gobiernos Regionales;Otros;AYACUCHO;HUAMANGA;AYACUCHO;DIRECCION REGIONAL DE EDUCACION DE AYACUCHO ;20365213179
Gobiernos Regionales;Otros;HUANCAVELICA;HUANCAVELICA;ASCENSION;DIRECCION REGIONAL DE EDUCACION DE HUANCAVELICA ;20407590776
Gobiernos Regionales;Otros;ICA;ICA;ICA;DIRECCION REGIONAL DE EDUCACION DE ICA ;20410016070
Gobiernos Regionales;Otros;JUNIN;HUANCAYO;EL TAMBO;DIRECCION REGIONAL DE EDUCACION DE JUNIN ;20188468706
Gobiernos Regionales;Otros;LIMA;HUAURA;SANTA MARIA;DIRECCION REGIONAL DE EDUCACION DE LIMA PROVINCIAS ;20530764835
Gobiernos Regionales;Otros;LORETO;MAYNAS;IQUITOS;DIRECCION REGIONAL DE EDUCACION DE LORETO ;20408454370
Gobiernos Regionales;Otros;PIURA;PIURA;PIURA;DIRECCION REGIONAL DE EDUCACION DE PIURA ;20167183515
Gobiernos Regionales;Otros;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;DIRECCION REGIONAL DE EDUCACION DE SAN MARTIN ;20404224809
Gobiernos Regionales;Otros;UCAYALI;CORONEL PORTILLO;CALLARIA;DIRECCION REGIONAL DE EDUCACION DE UCAYALI ;20195970751
Gobiernos Regionales;Otros;CALLAO;CALLAO;BELLAVISTA;DIRECCION REGIONAL DE EDUCACION DEL CALLAO ;20332678516
Gobiernos Regionales;Otros;HUANUCO;HUANUCO;HUANUCO;DIRECCION REGIONAL DE EDUCACION HUANUCO ;20447355397
Gobiernos Regionales;Otros;LA LIBERTAD;NULL;NULL;DIRECCION REGIONAL DE EDUCACION LA LIBERTAD ;No identificado
Gobiernos Regionales;Otros;LAMBAYEQUE;CHICLAYO;CHICLAYO;DIRECCION REGIONAL DE EDUCACION LAMBAYEQUE ;No identificado
Gobiernos Regionales;Otros;LIMA;LIMA;LA VICTORIA;DIRECCION REGIONAL DE EDUCACION LIMA METROPOLITANA ;20330611023
Gobiernos Regionales;Otros;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;DIRECCION REGIONAL DE EDUCACION MADRE DE DIOS ;20350338315
Gobiernos Regionales;Otros;PASCO;PASCO;YANACANCHA;DIRECCION REGIONAL DE EDUCACION PASCO ;20193980644
Gobiernos Regionales;Otros;PUNO;PUNO;PUNO;DIRECCION REGIONAL DE EDUCACION PUNO ;20232544920
Gobiernos Regionales;Otros;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;DIRECCION REGIONAL DE ENERGIA Y MINAS - AMAZONAS ;No identificado
Gobiernos Regionales;Otros;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;DIRECCION REGIONAL DE ENERGIA Y MINAS - SAN MARTIN ;No identificado
Gobiernos Regionales;Otros;CUSCO;CUSCO;WANCHAQ;DIRECCION REGIONAL DE ENERGIA Y MINAS CUSCO ;No identificado
Gobiernos Regionales;Otros;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;DIRECCION REGIONAL DE ENERGIA Y MINAS DE MADRE DE DIOS ;No identificado
Gobiernos Regionales;Otros;JUNIN;HUANCAYO;HUANCAYO;DIRECCION REGIONAL DE ENERGIA Y MINAS JUNIN ;No identificado
